LEVEL,,,,,,,,,,,,,,,,,,
Instrument,Defaults,Levels,Tuning,Pitch,PitchEnv,Reverb,ModAttack,ModDecay,ModSustain,ModRelease,AmpAttack,AmpSustain,AmpDecay,AmpRelease,FilterType,FilterCutoff,FilterEnvAmount,FilterResonance
Smooth,0.828486800193787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Square,0.88976401090622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StabJab,0.663018047809601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sting Damped,0.888875007629395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sting Fungur,0.888875007629395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strike,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Lab,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sub,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suffer,0.791999995708466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superbuzz,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superfuzz,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superlow,0.817064881324768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swerve,0.875580549240112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tangle Elec,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ting,0.882812023162842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To The Point,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Truth,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunnel,0.882812023162842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnderRider,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnderTone,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underbelly,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up Rite,0.888875007629395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UpUnder,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Level,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volcanic,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waldo,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warm Sat,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasp,0.866141974925995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wheezy Reed,0.888875007629395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wheres,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whoa,0.88976401090622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiccan,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wristband,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xmod,0.888875007629395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yow,0.827018022537231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zitherene,0.888875007629395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
